"customer_id","registration_date","customer_segments","total_orders","average_order_value","order_id","order_date","promised_delivery_time","actual_delivery_time","delivery_status","order_total","payment_method","delivery_partner_id","store_id","product_id","quantity","unit_price","total_price","product_name","category","brand","price","mrp","margin_percentage","shelf_life_days","min_stock_level","max_stock_level","promised_time","actual_time","delivery_time_minutes","distance_km","dp_delivery_status","reasons_if_delayed","feedback_id","rating","feedback_text","feedback_category","sentiment","feedback_date","rating_icon","emoji","star","category_name","category_img"
43431724,"2023-11-26","New",2,"813.00","4455336265","2023-08-30","19:47:06","19:45:06","On Time","2362.33","UPI",64046,"3784",753354,3,"423.56","1270.68","Shampoo","Personal Care","Sant-Mahajan","423.56","651.63",35,365,20,52,"19:47:00","19:45:00",-2,"0.76","On Time","Unknown",1837573,2,"Taste was not as expected.","Delivery","Negative","2023-08-30",2,"https://i.postimg.cc/zGbrMQ9C/sad.png","⭐⭐","Personal Care","https://i.postimg.cc/hvmm7GSw/personal-care.png"
77559557,"2023-08-28","New",9,"601.15","3539286337","2023-04-25","20:44:24","20:39:24","On Time","1463.80","Wallet",94899,"2463",684939,1,"727.95","727.95","Lotion","Personal Care","Sibal, Bhatnagar and Rajan","727.95","1119.92",35,365,22,50,"20:44:00","20:39:00",-5,"3.68","On Time","Unknown",258023,3,"Delivery was fine, but the product could be better.","Delivery","Neutral","2023-04-25",3,"https://i.postimg.cc/d02zccny/confused.png","⭐⭐⭐","Personal Care","https://i.postimg.cc/hvmm7GSw/personal-care.png"
87107263,"2024-10-02","Inactive",9,"1659.56","9171116867","2023-10-22","11:25:33","11:37:33","Slightly Delayed","822.63","Card",73907,"6899",500739,3,"359.98","1079.94","Bread","Dairy & Breakfast","Aggarwal Group","359.98","449.98",20,7,18,81,"11:25:00","11:37:00",12,"2.23","Slightly Delayed","Traffic",3081099,4,"The product met my expectations.","Customer Service","Neutral","2023-10-22",4,"https://i.postimg.cc/X7XSGhNR/smile.png","⭐⭐⭐⭐","Dairy & Breakfast","https://i.postimg.cc/X7wFjX1B/food.png"
76512976,"2024-07-27","New",5,"279.89","5504941865","2024-01-28","02:55:11","03:06:11","Slightly Delayed","2287.68","Wallet",56077,"9809",540618,1,"317.05","317.05","Popcorn","Snacks & Munchies","Golla-Luthra","317.05","487.77",35,90,28,87,"02:55:00","03:06:00",11,"4.45","Slightly Delayed","Traffic",3158837,5,"Highly recommended!","App Experience","Positive","2024-01-28",5,"https://i.postimg.cc/XYyRxCCx/star.png","⭐⭐⭐⭐⭐","Snacks & Munchies","https://i.postimg.cc/CKP7Ydrp/snacks.png"
37556526,"2024-06-14","Inactive",18,"1200.18","5868326481","2024-03-15","21:24:07","21:21:07","On Time","1962.35","Wallet",94140,"3106",53833,3,"134.69","404.07","Rice","Grocery & Staples","Tella-Master","134.69","158.46",15,365,26,89,"21:24:00","21:21:00",-3,"2.80","On Time","Unknown",9465932,4,"Nothing to complain about, but nothing exceptional.","Product Quality","Neutral","2024-03-15",4,"https://i.postimg.cc/X7XSGhNR/smile.png","⭐⭐⭐⭐","Grocery & Staples","https://i.postimg.cc/jSc7fmbs/grocery.png"
12059049,"2024-09-23","Regular",17,"235.40","2137046916","2024-02-03","09:03:32","09:01:32","On Time","3373.96","UPI",12377,"1007",455755,2,"44.09","88.18","Detergent","Household Care","Mangal-Sathe","44.09","58.79",25,365,23,53,"09:03:00","09:01:00",-2,"1.78","On Time","Unknown",8111644,4,"Overall good experience, thank you!","Customer Service","Positive","2024-02-03",4,"https://i.postimg.cc/X7XSGhNR/smile.png","⭐⭐⭐⭐","Household Care","https://i.postimg.cc/1tnnLzNt/cleaning-tools.png"
26199489,"2024-07-15","Inactive",11,"479.65","8195544338","2023-04-26","04:20:57","04:28:57","Slightly Delayed","845.71","Wallet",102,"3809",131937,1,"287.81","287.81","Frozen Pizza","Instant & Frozen Food","Varkey, Devi and Ganguly","287.81","479.68",40,180,18,68,"04:20:00","04:28:00",8,"1.16","Slightly Delayed","Traffic",121425,4,"Nothing to complain about, but nothing exceptional.","Delivery","Neutral","2023-04-26",4,"https://i.postimg.cc/X7XSGhNR/smile.png","⭐⭐⭐⭐","Instant & Frozen Food","https://i.postimg.cc/1RVwdvpH/ice-cream.png"
84848018,"2023-06-26","Regular",19,"557.81","2889700050","2024-04-30","16:33:26","16:36:26","On Time","2706.54","Wallet",45032,"78",798639,1,"211.25","211.25","Eggs","Dairy & Breakfast","Subramaniam LLC","211.25","264.06",20,7,12,78,"16:33:00","16:36:00",3,"3.07","On Time","Traffic",8267419,4,"Average experience, could improve.","Delivery","Neutral","2024-04-30",4,"https://i.postimg.cc/X7XSGhNR/smile.png","⭐⭐⭐⭐","Dairy & Breakfast","https://i.postimg.cc/X7wFjX1B/food.png"
47577193,"2024-02-05","Premium",16,"1578.87","65827885","2023-07-27","00:25:05","00:20:05","On Time","1132.98","Cash",1108,"3817",324809,3,"608.00","1824.00","Bread","Dairy & Breakfast","Sidhu PLC","608.00","760.00",20,7,26,76,"00:25:00","00:20:00",-5,"1.65","On Time","Unknown",7168244,1,"Product was damaged during delivery.","Delivery","Negative","2023-07-27",1,"https://i.postimg.cc/15zP0XBY/angry.png","⭐","Dairy & Breakfast","https://i.postimg.cc/X7wFjX1B/food.png"
60728956,"2023-06-26","Premium",15,"1764.25","4656471694","2023-12-09","08:27:08","08:35:08","Slightly Delayed","1525.50","Cash",62782,"5739",679284,1,"877.89","877.89","Cough Syrup","Pharmacy","Pant LLC","877.89","1097.36",20,365,28,95,"08:27:00","08:35:00",8,"3.70","Slightly Delayed","Traffic",2482108,3,"Not worth the price I paid.","Customer Service","Negative","2023-12-09",3,"https://i.postimg.cc/d02zccny/confused.png","⭐⭐⭐","Pharmacy","https://i.postimg.cc/W3x7FCP9/pharmacy.png"
62068277,"2024-03-03","Regular",6,"1515.17","6625178717","2023-07-01","04:40:22","04:53:22","Slightly Delayed","5718.09","Card",74906,"2130",952168,3,"236.95","710.85","Popcorn","Snacks & Munchies","Krishnamurthy, Sibal and Das","236.95","364.54",35,90,28,79,"04:40:00","04:53:00",13,"4.22","Slightly Delayed","Traffic",3769939,2,"Items were missing from my order.","Product Quality","Negative","2023-07-01",2,"https://i.postimg.cc/zGbrMQ9C/sad.png","⭐⭐","Snacks & Munchies","https://i.postimg.cc/CKP7Ydrp/snacks.png"
84824280,"2024-05-09","Inactive",17,"1752.91","7169557514","2023-03-21","05:38:13","05:50:13","Slightly Delayed","2970.90","Card",79516,"9535",706112,2,"478.79","957.58","Vitamins","Pharmacy","Magar, Gara and Garg","478.79","598.49",20,365,12,77,"05:38:00","05:50:00",12,"3.28","Slightly Delayed","Traffic",9592296,2,"Customer service was not helpful.","Product Quality","Negative","2023-03-21",2,"https://i.postimg.cc/zGbrMQ9C/sad.png","⭐⭐","Pharmacy","https://i.postimg.cc/W3x7FCP9/pharmacy.png"
66742602,"2023-07-01","New",14,"1981.09","2268306684","2024-05-28","15:11:08","15:10:08","On Time","2991.57","Wallet",65733,"6847",812607,2,"416.65","833.30","Potatoes","Fruits & Vegetables","Rege Group","416.65","555.53",25,3,11,63,"15:11:00","15:10:00",-1,"1.82","On Time","Unknown",1592958,5,"Overall good experience, thank you!","Delivery","Positive","2024-05-28",5,"https://i.postimg.cc/XYyRxCCx/star.png","⭐⭐⭐⭐⭐","Fruits & Vegetables","https://i.postimg.cc/sgsWvyb6/fruits.png"
97259564,"2024-02-18","Premium",6,"1047.69","6905293278","2024-06-16","10:36:23","11:02:23","Significantly Delayed","1404.68","Cash",53868,"4187",799952,1,"922.64","922.64","Cheese","Dairy & Breakfast","Padmanabhan-Virk","922.64","1153.30",20,7,13,66,"10:36:00","11:02:00",26,"0.58","Significantly Delayed","Traffic",2088819,3,"It was okay, nothing special.","Delivery","Neutral","2024-06-16",3,"https://i.postimg.cc/d02zccny/confused.png","⭐⭐⭐","Dairy & Breakfast","https://i.postimg.cc/X7wFjX1B/food.png"
3292927,"2024-01-12","New",6,"1795.72","1769493463","2024-06-26","07:29:47","07:24:47","On Time","2541.32","Wallet",22954,"7071",709916,3,"33.76","101.28","Detergent","Household Care","Varkey LLC","33.76","45.01",25,365,30,88,"07:29:00","07:24:00",-5,"1.21","On Time","Unknown",3567003,2,"I had a bad experience.","App Experience","Negative","2024-06-26",2,"https://i.postimg.cc/zGbrMQ9C/sad.png","⭐⭐","Household Care","https://i.postimg.cc/1tnnLzNt/cleaning-tools.png"
26592009,"2023-11-02","Premium",14,"317.83","5003387344","2024-06-23","11:05:47","11:00:47","On Time","2475.69","Wallet",21004,"7477",67197,3,"552.20","1656.60","Butter","Dairy & Breakfast","Shetty-Bora","552.20","690.25",20,7,20,79,"11:05:00","11:00:00",-5,"4.52","On Time","Unknown",2903160,4,"Nothing to complain about, but nothing exceptional.","Delivery","Neutral","2024-06-23",4,"https://i.postimg.cc/X7XSGhNR/smile.png","⭐⭐⭐⭐","Dairy & Breakfast","https://i.postimg.cc/X7wFjX1B/food.png"
89995124,"2023-10-29","Premium",6,"995.42","2064484752","2024-05-07","23:00:49","22:55:49","On Time","1949.92","Wallet",43022,"1116",937542,3,"97.04","291.12","Wheat Flour","Grocery & Staples","Khurana and Sons","97.04","114.16",15,365,28,93,"23:00:00","22:55:00",-5,"2.29","On Time","Unknown",7511717,3,"The product met my expectations.","Customer Service","Neutral","2024-05-07",3,"https://i.postimg.cc/d02zccny/confused.png","⭐⭐⭐","Grocery & Staples","https://i.postimg.cc/jSc7fmbs/grocery.png"
88520326,"2023-11-26","Premium",14,"1537.05","964822979","2024-07-13","10:49:00","10:47:00","On Time","5804.23","Wallet",42914,"7603",455755,2,"44.09","88.18","Detergent","Household Care","Mangal-Sathe","44.09","58.79",25,365,23,53,"10:49:00","10:47:00",-2,"1.09","On Time","Unknown",1055307,3,"Delivery was late and I was unhappy.","Product Quality","Negative","2024-07-13",3,"https://i.postimg.cc/d02zccny/confused.png","⭐⭐⭐","Household Care","https://i.postimg.cc/1tnnLzNt/cleaning-tools.png"
22738465,"2023-07-02","Inactive",16,"1903.09","6037899648","2024-03-27","18:00:43","18:04:43","On Time","1231.03","Cash",59131,"914",669378,1,"212.14","212.14","Potatoes","Fruits & Vegetables","Chadha and Sons","212.14","282.85",25,3,23,70,"18:00:00","18:04:00",4,"4.56","On Time","Traffic",1477592,3,"Delivery was fine, but the product could be better.","Product Quality","Neutral","2024-03-27",3,"https://i.postimg.cc/d02zccny/confused.png","⭐⭐⭐","Fruits & Vegetables","https://i.postimg.cc/sgsWvyb6/fruits.png"
29562072,"2023-08-10","New",10,"1449.00","9347571484","2024-11-02","17:26:15","17:39:15","Slightly Delayed","3138.06","Card",88612,"9615",112390,2,"877.98","1755.96","Toothpaste","Personal Care","Kibe, Contractor and Randhawa","877.98","1350.74",35,365,23,85,"17:26:00","17:39:00",13,"3.29","Slightly Delayed","Traffic",7898352,3,"I had a bad experience.","Product Quality","Negative","2024-11-02",3,"https://i.postimg.cc/d02zccny/confused.png","⭐⭐⭐","Personal Care","https://i.postimg.cc/hvmm7GSw/personal-care.png"
10225164,"2024-09-25","Inactive",20,"491.07","3286177534","2023-06-24","00:09:15","00:07:15","On Time","3612.26","Wallet",90038,"6046",891833,1,"493.19","493.19","Curd","Dairy & Breakfast","Mani PLC","493.19","616.49",20,7,11,69,"00:09:00","00:07:00",-2,"3.07","On Time","Unknown",8804364,3,"The product met my expectations.","Delivery","Neutral","2023-06-25",3,"https://i.postimg.cc/d02zccny/confused.png","⭐⭐⭐","Dairy & Breakfast","https://i.postimg.cc/X7wFjX1B/food.png"
97111069,"2024-02-16","Inactive",10,"1898.27","9073572548","2023-05-02","23:25:42","23:47:42","Significantly Delayed","1091.89","Card",28575,"6542",60619,1,"726.41","726.41","Iced Tea","Cold Drinks & Juices","Bhasin LLC","726.41","1037.73",30,180,10,97,"23:25:00","23:47:00",22,"4.77","Significantly Delayed","Traffic",1208337,4,"The product met my expectations.","Customer Service","Neutral","2023-05-02",4,"https://i.postimg.cc/X7XSGhNR/smile.png","⭐⭐⭐⭐","Cold Drinks & Juices","https://i.postimg.cc/kXrKPWsd/softdrink.png"
1989720,"2023-11-10","Inactive",6,"239.76","8395583761","2024-08-04","23:53:44","23:48:44","On Time","410.62","UPI",84816,"5448",561860,3,"874.78","2624.34","Orange Juice","Cold Drinks & Juices","Gupta Ltd","874.78","1249.69",30,180,21,90,"23:53:00","23:48:00",-5,"3.53","On Time","Unknown",4382390,4,"Great prices and fast delivery!","App Experience","Positive","2024-08-04",4,"https://i.postimg.cc/X7XSGhNR/smile.png","⭐⭐⭐⭐","Cold Drinks & Juices","https://i.postimg.cc/kXrKPWsd/softdrink.png"
67092149,"2023-12-16","Premium",1,"376.48","6355378227","2023-08-11","17:06:36","17:05:36","On Time","5019.02","UPI",23910,"810",993331,1,"102.44","102.44","Pulses","Grocery & Staples","Parmer, Gola and Yogi","102.44","120.52",15,365,28,86,"17:06:00","17:05:00",-1,"3.91","On Time","Unknown",4858018,4,"Overall good experience, thank you!","Customer Service","Positive","2023-08-11",4,"https://i.postimg.cc/X7XSGhNR/smile.png","⭐⭐⭐⭐","Grocery & Staples","https://i.postimg.cc/jSc7fmbs/grocery.png"
89784343,"2024-04-02","Premium",11,"673.60","277376321","2024-07-28","04:45:12","04:44:12","On Time","3694.48","Wallet",78589,"3357",94225,3,"77.11","231.33","Toilet Cleaner","Household Care","Gulati, Ram and Sarkar","77.11","102.81",25,365,13,70,"04:45:00","04:44:00",-1,"3.85","On Time","Unknown",2400571,4,"Great prices and fast delivery!","App Experience","Positive","2024-07-28",4,"https://i.postimg.cc/X7XSGhNR/smile.png","⭐⭐⭐⭐","Household Care","https://i.postimg.cc/1tnnLzNt/cleaning-tools.png"
45868300,"2023-08-24","Premium",7,"584.90","8559748526","2023-04-05","18:27:19","18:28:19","On Time","1152.09","Wallet",93002,"2270",552496,1,"508.00","508.00","Dish Soap","Household Care","Dhar PLC","508.00","677.33",25,365,17,59,"18:27:00","18:28:00",1,"0.94","On Time","Traffic",3093140,4,"Average experience, could improve.","App Experience","Neutral","2023-04-05",4,"https://i.postimg.cc/X7XSGhNR/smile.png","⭐⭐⭐⭐","Household Care","https://i.postimg.cc/1tnnLzNt/cleaning-tools.png"
50760752,"2023-03-17","New",14,"1670.47","1458051433","2024-04-26","09:30:56","09:26:56","On Time","1055.18","UPI",61040,"7426",57405,3,"607.67","1823.01","Baby Food","Baby Care","Srinivas PLC","607.67","868.10",30,365,21,64,"09:30:00","09:26:00",-4,"2.75","On Time","Unknown",9407783,4,"The product met my expectations.","App Experience","Neutral","2024-04-26",4,"https://i.postimg.cc/X7XSGhNR/smile.png","⭐⭐⭐⭐","Baby Care","https://i.postimg.cc/k55tvsJW/feeding.png"
96795047,"2024-05-03","New",15,"1834.19","5838302640","2023-05-12","06:02:25","06:09:25","Slightly Delayed","3377.44","UPI",30907,"4242",240179,3,"90.56","271.68","Cough Syrup","Pharmacy","Ram-Suri","90.56","113.20",20,365,20,56,"06:02:00","06:09:00",7,"1.70","Slightly Delayed","Traffic",1180902,4,"It was okay, nothing special.","App Experience","Neutral","2023-05-12",4,"https://i.postimg.cc/X7XSGhNR/smile.png","⭐⭐⭐⭐","Pharmacy","https://i.postimg.cc/W3x7FCP9/pharmacy.png"
16561710,"2023-09-16","New",12,"1043.28","1380971977","2024-06-02","13:21:55","13:16:55","On Time","3117.74","Cash",52614,"6655",602241,3,"976.55","2929.65","Nuts","Snacks & Munchies","Bahl-Pau","976.55","1502.38",35,90,12,75,"13:21:00","13:16:00",-5,"4.09","On Time","Unknown",6888502,3,"Delivery was fine, but the product could be better.","Product Quality","Neutral","2024-06-02",3,"https://i.postimg.cc/d02zccny/confused.png","⭐⭐⭐","Snacks & Munchies","https://i.postimg.cc/CKP7Ydrp/snacks.png"
35156679,"2024-01-07","Premium",8,"1412.40","1221099013","2023-07-23","11:01:59","11:03:59","On Time","4335.11","Wallet",60689,"8589",131937,1,"287.81","287.81","Frozen Pizza","Instant & Frozen Food","Varkey, Devi and Ganguly","287.81","479.68",40,180,18,68,"11:01:00","11:03:00",2,"3.15","On Time","Traffic",8679241,4,"Nothing to complain about, but nothing exceptional.","Customer Service","Neutral","2023-07-23",4,"https://i.postimg.cc/X7XSGhNR/smile.png","⭐⭐⭐⭐","Instant & Frozen Food","https://i.postimg.cc/1RVwdvpH/ice-cream.png"
87718744,"2023-09-29","Regular",6,"863.84","6771166303","2023-07-24","04:36:07","04:48:07","Slightly Delayed","816.38","Wallet",98179,"2820",677542,3,"212.61","637.83","Toilet Cleaner","Household Care","Thaman-Lanka","212.61","283.48",25,365,10,52,"04:36:00","04:48:00",12,"2.55","Slightly Delayed","Traffic",7512781,3,"The order was incorrect.","Product Quality","Negative","2023-07-24",3,"https://i.postimg.cc/d02zccny/confused.png","⭐⭐⭐","Household Care","https://i.postimg.cc/1tnnLzNt/cleaning-tools.png"
10524732,"2023-11-16","Regular",18,"1830.92","7111337755","2023-05-06","06:07:44","06:04:44","On Time","1550.71","Cash",84833,"4083",888807,3,"230.58","691.74","Bread","Dairy & Breakfast","Arya Group","230.58","288.23",20,7,13,91,"06:07:00","06:04:00",-3,"3.44","On Time","Unknown",5356601,4,"Average experience, could improve.","Customer Service","Neutral","2023-05-06",4,"https://i.postimg.cc/X7XSGhNR/smile.png","⭐⭐⭐⭐","Dairy & Breakfast","https://i.postimg.cc/X7wFjX1B/food.png"
62416456,"2023-09-25","Inactive",18,"752.91","5562922993","2023-12-06","02:14:19","02:17:19","On Time","2292.64","Wallet",73904,"418",540618,1,"317.05","317.05","Popcorn","Snacks & Munchies","Golla-Luthra","317.05","487.77",35,90,28,87,"02:14:00","02:17:00",3,"1.64","On Time","Traffic",9043273,4,"Nothing to complain about, but nothing exceptional.","Product Quality","Neutral","2023-12-06",4,"https://i.postimg.cc/X7XSGhNR/smile.png","⭐⭐⭐⭐","Snacks & Munchies","https://i.postimg.cc/CKP7Ydrp/snacks.png"
69925688,"2024-02-25","Inactive",20,"1350.67","5630957897","2024-06-18","07:32:42","07:36:42","On Time","827.44","Wallet",14408,"468",876139,2,"415.75","831.50","Pulses","Grocery & Staples","Cherian-Dara","415.75","489.12",15,365,14,83,"07:32:00","07:36:00",4,"3.92","On Time","Traffic",3470106,4,"Delivery was fine, but the product could be better.","Delivery","Neutral","2024-06-18",4,"https://i.postimg.cc/X7XSGhNR/smile.png","⭐⭐⭐⭐","Grocery & Staples","https://i.postimg.cc/jSc7fmbs/grocery.png"
5140660,"2023-08-18","Inactive",17,"908.68","1787380558","2023-11-08","17:43:58","17:45:58","On Time","2066.77","Cash",95835,"862",444361,3,"822.63","2467.89","Pain Reliever","Pharmacy","Prakash, Bawa and Kale","822.63","1028.29",20,365,20,71,"17:43:00","17:45:00",2,"2.80","On Time","Traffic",5957700,4,"Nothing to complain about, but nothing exceptional.","App Experience","Neutral","2023-11-08",4,"https://i.postimg.cc/X7XSGhNR/smile.png","⭐⭐⭐⭐","Pharmacy","https://i.postimg.cc/W3x7FCP9/pharmacy.png"
82594354,"2024-01-04","Regular",7,"321.80","32613017","2023-03-17","00:36:41","00:36:41","On Time","2354.28","Card",77303,"3364",451812,1,"530.85","530.85","Pain Reliever","Pharmacy","Batra, Sant and Mandal","530.85","663.56",20,365,29,63,"00:36:00","00:36:00",0,"4.00","On Time","Unknown",8956798,5,"Excellent quality, will buy again!","Delivery","Positive","2023-03-17",5,"https://i.postimg.cc/XYyRxCCx/star.png","⭐⭐⭐⭐⭐","Pharmacy","https://i.postimg.cc/W3x7FCP9/pharmacy.png"
88324928,"2023-03-19","Regular",13,"340.65","2039041670","2024-11-01","10:05:47","10:20:47","Slightly Delayed","96.33","Wallet",31963,"1003",287070,1,"443.17","443.17","Wheat Flour","Grocery & Staples","Gala, Magar and Rajagopal","443.17","521.38",15,365,20,93,"10:05:00","10:20:00",15,"2.12","Slightly Delayed","Traffic",4843776,4,"Average experience, could improve.","Product Quality","Neutral","2024-11-01",4,"https://i.postimg.cc/X7XSGhNR/smile.png","⭐⭐⭐⭐","Grocery & Staples","https://i.postimg.cc/jSc7fmbs/grocery.png"
71235336,"2024-01-30","Regular",16,"248.21","210693801","2024-08-21","04:10:25","04:12:25","On Time","3561.22","UPI",14789,"4184",432617,3,"863.18","2589.54","Baby Wipes","Baby Care","Dora-Pillai","863.18","1233.11",30,365,17,97,"04:10:00","04:12:00",2,"2.50","On Time","Traffic",8241448,3,"Product was damaged during delivery.","Customer Service","Negative","2024-08-21",3,"https://i.postimg.cc/d02zccny/confused.png","⭐⭐⭐","Baby Care","https://i.postimg.cc/k55tvsJW/feeding.png"
57833505,"2024-01-10","New",5,"1832.55","8120002258","2024-01-01","00:15:08","00:11:08","On Time","1213.05","Card",61526,"6830",131937,1,"287.81","287.81","Frozen Pizza","Instant & Frozen Food","Varkey, Devi and Ganguly","287.81","479.68",40,180,18,68,"00:15:00","00:11:00",-4,"2.43","On Time","Unknown",1664531,3,"Nothing to complain about, but nothing exceptional.","Delivery","Neutral","2024-01-01",3,"https://i.postimg.cc/d02zccny/confused.png","⭐⭐⭐","Instant & Frozen Food","https://i.postimg.cc/1RVwdvpH/ice-cream.png"
12402437,"2024-06-29","New",14,"1580.62","2177917034","2024-02-08","20:16:51","20:25:51","Slightly Delayed","3134.80","Card",75636,"4829",144124,2,"162.67","325.34","Detergent","Household Care","Lalla-Srinivasan","162.67","216.89",25,365,11,82,"20:16:00","20:25:00",9,"0.73","Slightly Delayed","Traffic",4940244,5,"Will definitely order again.","App Experience","Positive","2024-02-08",5,"https://i.postimg.cc/XYyRxCCx/star.png","⭐⭐⭐⭐⭐","Household Care","https://i.postimg.cc/1tnnLzNt/cleaning-tools.png"
